image,attncheck_correct,response,attncheck_response,slide_number,vignette,audio,sentence,workerid,writer,kind,attncheck,slide_type,rating,Answer.time_in_minutes,condition,order
,choice2,,choice2,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, and he's afraid he won't even finish.
 <p>
Writer 3:  <b> He's run several marathons already, so he's confident he will finish. </b>",475,Writer 3,control,What is the name of the person in the story?,,3,0.5613833333333333,bad,1
Elizabeth,,"[0, 'Elizabeth']",,1,,,,105,,,,bot_check,,2.2422333333333335,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because Joe and Suzie must be cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>
",105,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,1,2.2422333333333335,must,1
Sarah,,"[0, 'Sarah']",,1,,,,61,,,,bot_check,,0.3335,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",61,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,6,0.3335,bare,1
Barbara,,"[0, 'Barbara']",,1,,,,476,,,,bot_check,,0.70935,,
,choice1,,choice1,,rain,,"Writer 1: My roommate John's soaking wet shoes and jacket were hanging up to dry in our hallway. <p>
Writer 2: Because it must have been raining outside, I decided not to go on my daily jog. <p>
Writer 3: <b> John was sprayed by a sprinkler on his way home. It was sunny all day today.  </b>",476,Writer 3,backshifting,What is the name of the roommate in the story?,,6,0.70935,must,1
Linda,,"[0, 'Linda']",,1,,,,477,,,,bot_check,,0.9827,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because it's clear that Suzie is on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>",477,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,7,0.9827,clear,1
Patricia,,"[0, 'Patricia']",,1,,,,478,,,,bot_check,,2.34515,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because Suzie is on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>",478,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,1,2.34515,bare,1
Jessica,,"[0, 'Jessica']",,1,,,,479,,,,bot_check,,3.4219333333333335,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because it's clear that Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",479,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,1,3.4219333333333335,clear,1
Mary,,"[0, 'Mary']",,1,,,,480,,,,bot_check,,0.5631,,
,choice1,,choice1,,shellfish,,"Writer 1: I broke out in hives shortly after eating shellfish last week. <p>
Writer 2: Because the shellfish caused my hives, I decided I’d never eat shellfish again. <p>
Writer 3. <b> My doctor let me know today that I have a rare disease that is to blame for my hives. </b>",480,Writer 3,backshifting,What did the narrator eat in the story?,,2,0.5631,bare,1
Jessica,,"[0, 'Jessica']",,1,,,,481,,,,bot_check,,1.0047833333333334,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because Suzie is on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>",481,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,1,1.0047833333333334,bare,1
Barbara,,"[0, 'Barbara']",,1,,,,482,,,,bot_check,,2.0950333333333333,,
,choice1,,choice1,,shellfish,,"Writer 1: I broke out in hives shortly after eating shellfish last week. <p>
Writer 2: Because the shellfish caused my hives, I decided I’d never eat shellfish again. <p>
Writer 3. <b> My doctor let me know today that I have a rare disease that is to blame for my hives. </b>",482,Writer 3,backshifting,What did the narrator eat in the story?,,1,2.0950333333333333,bare,1
Jennifer,,"[0, 'Jennifer']",,1,,,,483,,,,bot_check,,1.2053666666666667,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because it's clear that a wildfire is approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>",483,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,4,1.2053666666666667,clear,1
Margaret,,"[0, 'Margaret']",,1,,,,484,,,,bot_check,,1.3798833333333334,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire is approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>",484,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,6,1.3798833333333334,bare,1
Linda,,"[0, 'Linda']",,1,,,,485,,,,bot_check,,1.7748166666666667,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire is approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>",485,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,4,1.7748166666666667,bare,1
Jessica,,"[0, 'Jessica']",,1,,,,486,,,,bot_check,,0.94055,,
,choice2,,choice2,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, and he's afraid he won't even finish.
 <p>
Writer 3:  <b> He's run several marathons already, so he's confident he will finish. </b>",486,Writer 3,control,What is the name of the person in the story?,,1,0.94055,bad,1
Elizabeth,,"[0, 'elizabeth']",,1,,,,487,,,,bot_check,,2.8773333333333335,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because a plumbing issue must be to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>

",487,Writer 3,3rdpartyshift,What is the name of the character in the story?,,1,2.8773333333333335,must,1
Linda,,"[0, 'linda']",,1,,,,2,,,,bot_check,,0.4322166666666667,,
,choice1,,choice1,,beach,," Writer 1: John is trying to decide where to go on vacation. 
 <p>
 Writer 2: He loves the beach, so he's considering going to Florida. 
 <p>
 Writer 3:  <b> He's also considering San Diego for the same reason. </b>",2,Writer 3,control,What is the name of the person in the story?,,6,0.4322166666666667,good,1
Barbara,,"[0, 'Barbara']",,1,,,,488,,,,bot_check,,1.4736666666666667,,
,choice2,,choice2,,bus,,"Writer 1: I got to my bus stop five minutes after my bus was scheduled to come. <p>
Writer 2: Because I missed my bus, I called an Uber. <p>
Writer 3: <b> My bus was running late this morning; it arrived at my bus stop shortly after my Uber came. </b>
",488,Writer 3,backshifting,Where does the narrator go in the story?,,1,1.4736666666666667,bare,1
Patricia,,"[0, 'Patricia']",,1,,,,489,,,,bot_check,,1.8628833333333332,,
,choice1,,choice1,,beach,," Writer 1: John is trying to decide where to go on vacation. 
 <p>
 Writer 2: He loves the beach, so he's considering going to Florida. 
 <p>
 Writer 3:  <b> He's also considering San Diego for the same reason. </b>",489,Writer 3,control,What is the name of the person in the story?,,7,1.8628833333333332,good,1
Jennifer,,"[0, 'Jennifer']",,1,,,,490,,,,bot_check,,0.9252333333333334,,
,choice2,,choice2,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, so he's quite nervous.
 <p>
Writer 3: <b> To help calm his nerves, he's been doing yoga before he runs every day. </b>",490,Writer 3,control,What is the name of the person in the story?,,7,0.9252333333333334,good,1
Barbara,,"[0, 'Barbara']",,1,,,,491,,,,bot_check,,0.80415,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because Suzie must be on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>
",491,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,7,0.80415,must,1
Susan,,"[0, 'Susan']",,1,,,,492,,,,bot_check,,1.3095833333333333,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because it's clear that Suzie is on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>",492,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,1,1.3095833333333333,clear,1
Jennifer,,"[0, 'Jennifer']",,1,,,,493,,,,bot_check,,0.788,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire must be approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>
",493,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,6,0.788,must,1
Susan,,"[0, 'Susan']",,1,,,,66,,,,bot_check,,0.8931666666666667,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because a plumbing issue is to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>",66,Writer 3,3rdpartyshift,What is the name of the character in the story?,,1,0.8931666666666667,bare,1
Patricia,,"[0, 'Patricia']",,1,,,,494,,,,bot_check,,0.78835,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because it's clear that a wildfire is approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>",494,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,6,0.78835,clear,1
Mary,,"[0, 'Mary']",,1,,,,495,,,,bot_check,,1.1141666666666667,,
,choice1,,choice1,,rain,,"Writer 1: My roommate John's soaking wet shoes and jacket were hanging up to dry in our hallway. <p>
Writer 2: Because it was raining outside, I decided not to go on my daily jog. <p>
Writer 3: <b> John was sprayed by a sprinkler on his way home. It was sunny all day today.  </b>",495,Writer 3,backshifting,What is the name of the roommate in the story?,,1,1.1141666666666667,bare,1
Jessica,,"[0, 'Jessica']",,1,,,,496,,,,bot_check,,0.92915,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because it's clear that Suzie is on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>",496,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,6,0.92915,clear,1
Jessica,,"[0, 'Jessica']",,1,,,,497,,,,bot_check,,2.2996666666666665,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because a plumbing issue is to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>",497,Writer 3,3rdpartyshift,What is the name of the character in the story?,,1,2.2996666666666665,bare,1
Elizabeth,,"[0, 'elizabeth']",,1,,,,498,,,,bot_check,,0.47176666666666667,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because my dog Fido must have gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",498,Writer 3,backshifting,What is the name of the dog in the story?,,1,0.47176666666666667,must,1
